,_id,year,make,model,code
1389,{'$oid': '5f96f1fc8ba96e254616486f'},2016,FIAT,500e,c25168
1390,{'$oid': '5f96f1fc8ba96e2546164870'},2015,FIAT,500e,c24471
1391,{'$oid': '5f96f1fc8ba96e2546164871'},2014,FIAT,500e,c24084
1392,{'$oid': '5f96f1fd8ba96e2546164872'},2013,FIAT,500e,c24318
1393,{'$oid': '5f96f1fd8ba96e2546164873'},2020,FIAT,500L,c29257
1394,{'$oid': '5f96f1fd8ba96e2546164874'},2019,FIAT,500L,c27760
1395,{'$oid': '5f96f1fd8ba96e2546164875'},2018,FIAT,500L,c27069
1396,{'$oid': '5f96f1fe8ba96e2546164876'},2017,FIAT,500L,c26074
1397,{'$oid': '5f96f1fe8ba96e2546164877'},2016,FIAT,500L,c25195
1398,{'$oid': '5f96f1fe8ba96e2546164878'},2015,FIAT,500L,c24749
1399,{'$oid': '5f96f1ff8ba96e2546164879'},2014,FIAT,500L,c23842
1400,{'$oid': '5f96f1ff8ba96e254616487a'},2021,FIAT,500X,c30854
1401,{'$oid': '5f96f1ff8ba96e254616487b'},2020,FIAT,500X,c29728
1402,{'$oid': '5f96f1ff8ba96e254616487c'},2019,FIAT,500X,c28498
1403,{'$oid': '5f96f2008ba96e254616487d'},2018,FIAT,500X,c27035
1404,{'$oid': '5f96f2008ba96e254616487e'},2017,FIAT,500X,c26317
1405,{'$oid': '5f96f2008ba96e254616487f'},2016,FIAT,500X,c24787
1406,{'$oid': '5f96f2008ba96e2546164880'},2021,Ford,Bronco,c30334
1407,{'$oid': '5f96f2018ba96e2546164881'},2021,Ford,Bronco Sport,c30714
1408,{'$oid': '5f96f2018ba96e2546164882'},2017,Ford,C-Max Energi,c26301
1409,{'$oid': '5f96f2018ba96e2546164883'},2016,Ford,C-Max Energi,c25088
1410,{'$oid': '5f96f2018ba96e2546164884'},2015,Ford,C-Max Energi,c24589
1411,{'$oid': '5f96f2028ba96e2546164885'},2014,Ford,C-Max Energi,c24096
1412,{'$oid': '5f96f2028ba96e2546164886'},2013,Ford,C-Max Energi,c23476
1413,{'$oid': '5f96f2028ba96e2546164887'},2018,Ford,C-Max Hybrid,c29445
1414,{'$oid': '5f96f2028ba96e2546164888'},2017,Ford,C-Max Hybrid,c29444
1415,{'$oid': '5f96f2038ba96e2546164889'},2016,Ford,C-Max Hybrid,c29443
1416,{'$oid': '5f96f2038ba96e254616488a'},2015,Ford,C-Max Hybrid,c29442
1417,{'$oid': '5f96f2038ba96e254616488b'},2014,Ford,C-Max Hybrid,c29441
1418,{'$oid': '5f96f2038ba96e254616488c'},2013,Ford,C-Max Hybrid,c29440
1419,{'$oid': '5f96f2048ba96e254616488d'},2011,Ford,Crown Victoria,c23722
1420,{'$oid': '5f96f2048ba96e254616488e'},2010,Ford,Crown Victoria,c23721
1421,{'$oid': '5f96f2048ba96e254616488f'},2009,Ford,Crown Victoria,c23720
1422,{'$oid': '5f96f2048ba96e2546164890'},2008,Ford,Crown Victoria,c10429
1423,{'$oid': '5f96f2058ba96e2546164891'},2007,Ford,Crown Victoria,c3712
1424,{'$oid': '5f96f2058ba96e2546164892'},2006,Ford,Crown Victoria,c3711
1425,{'$oid': '5f96f2058ba96e2546164893'},2005,Ford,Crown Victoria,c91
1426,{'$oid': '5f96f2058ba96e2546164894'},2004,Ford,Crown Victoria,c106
1427,{'$oid': '5f96f2068ba96e2546164895'},2003,Ford,Crown Victoria,c120
1428,{'$oid': '5f96f2068ba96e2546164896'},2002,Ford,Crown Victoria,c137
1429,{'$oid': '5f96f2068ba96e2546164897'},2001,Ford,Crown Victoria,c154
1430,{'$oid': '5f96f2068ba96e2546164898'},2000,Ford,Crown Victoria,c171
1431,{'$oid': '5f96f2078ba96e2546164899'},2014,Ford,E-Series,c30369
1432,{'$oid': '5f96f2078ba96e254616489a'},2013,Ford,E-Series,c30372
1433,{'$oid': '5f96f2078ba96e254616489b'},2012,Ford,E-Series,c25724
1434,{'$oid': '5f96f2088ba96e254616489c'},2011,Ford,E-Series,c25580
1435,{'$oid': '5f96f2088ba96e254616489d'},2010,Ford,E-Series,c30373
1436,{'$oid': '5f96f2088ba96e254616489e'},2009,Ford,E-Series,c30374
1437,{'$oid': '5f96f2088ba96e254616489f'},2008,Ford,E-Series,c30375
1438,{'$oid': '5f96f2098ba96e25461648a0'},2007,Ford,E-Series,c30376
1439,{'$oid': '5f96f2098ba96e25461648a1'},2006,Ford,E-Series,c30377
1440,{'$oid': '5f96f2098ba96e25461648a2'},2005,Ford,E-Series,c30378
1441,{'$oid': '5f96f2098ba96e25461648a3'},2004,Ford,E-Series,c30379
1442,{'$oid': '5f96f20a8ba96e25461648a4'},2003,Ford,E-Series,c30380
1443,{'$oid': '5f96f20a8ba96e25461648a5'},2002,Ford,E-Series,c30381
1444,{'$oid': '5f96f20a8ba96e25461648a6'},2001,Ford,E-Series,c30382
1445,{'$oid': '5f96f20a8ba96e25461648a7'},2000,Ford,E-Series,c30383
1446,{'$oid': '5f96f20b8ba96e25461648a8'},2021,Ford,E-Series Chassis,c30303
1447,{'$oid': '5f96f20b8ba96e25461648a9'},2019,Ford,E-Series Chassis,c30302
1448,{'$oid': '5f96f20b8ba96e25461648aa'},2018,Ford,E-Series Chassis,c30301
1449,{'$oid': '5f96f20b8ba96e25461648ab'},2017,Ford,E-Series Chassis,c30300
1450,{'$oid': '5f96f20c8ba96e25461648ac'},2016,Ford,E-Series Chassis,c30299
1451,{'$oid': '5f96f20c8ba96e25461648ad'},2015,Ford,E-Series Chassis,c30298
1452,{'$oid': '5f96f20c8ba96e25461648ae'},2013,Ford,E-Series Chassis,c30593
1453,{'$oid': '5f96f20d8ba96e25461648af'},2009,Ford,E-Series Chassis,c30279
1454,{'$oid': '5f96f20d8ba96e25461648b0'},2003,Ford,E-Series Chassis,c30999
1455,{'$oid': '5f96f20d8ba96e25461648b1'},2021,Ford,EcoSport,c30633
1456,{'$oid': '5f96f20d8ba96e25461648b2'},2020,Ford,EcoSport,c29162
1457,{'$oid': '5f96f20e8ba96e25461648b3'},2019,Ford,EcoSport,c28490
1458,{'$oid': '5f96f20e8ba96e25461648b4'},2018,Ford,EcoSport,c26605
1459,{'$oid': '5f96f20e8ba96e25461648b5'},2020,Ford,Edge,c29619
1460,{'$oid': '5f96f20e8ba96e25461648b6'},2019,Ford,Edge,c27500
1461,{'$oid': '5f96f20f8ba96e25461648b7'},2018,Ford,Edge,c26802
1462,{'$oid': '5f96f20f8ba96e25461648b8'},2017,Ford,Edge,c26188
1463,{'$oid': '5f96f20f8ba96e25461648b9'},2016,Ford,Edge,c24832
1464,{'$oid': '5f96f20f8ba96e25461648ba'},2015,Ford,Edge,c24509
1465,{'$oid': '5f96f2108ba96e25461648bb'},2014,Ford,Edge,c24252
1466,{'$oid': '5f96f2108ba96e25461648bc'},2013,Ford,Edge,c23259
1467,{'$oid': '5f96f2108ba96e25461648bd'},2012,Ford,Edge,c23043
1468,{'$oid': '5f96f2108ba96e25461648be'},2011,Ford,Edge,c22190
1469,{'$oid': '5f96f2118ba96e25461648bf'},2010,Ford,Edge,c21675
1470,{'$oid': '5f96f2118ba96e25461648c0'},2009,Ford,Edge,c21318
1471,{'$oid': '5f96f2118ba96e25461648c1'},2008,Ford,Edge,c9095
1472,{'$oid': '5f96f2118ba96e25461648c2'},2007,Ford,Edge,c7325
1473,{'$oid': '5f96f2128ba96e25461648c3'},2020,Ford,Escape,c29169
1474,{'$oid': '5f96f2128ba96e25461648c4'},2019,Ford,Escape,c28499
1475,{'$oid': '5f96f2128ba96e25461648c5'},2018,Ford,Escape,c26803
1476,{'$oid': '5f96f2138ba96e25461648c6'},2017,Ford,Escape,c25626
1477,{'$oid': '5f96f2138ba96e25461648c7'},2016,Ford,Escape,c24833
1478,{'$oid': '5f96f2138ba96e25461648c8'},2015,Ford,Escape,c24515
1479,{'$oid': '5f96f2138ba96e25461648c9'},2014,Ford,Escape,c23974
1480,{'$oid': '5f96f2148ba96e25461648ca'},2013,Ford,Escape,c23254
1481,{'$oid': '5f96f2148ba96e25461648cb'},2012,Ford,Escape,c22920
1482,{'$oid': '5f96f2148ba96e25461648cc'},2011,Ford,Escape,c22343
1483,{'$oid': '5f96f2148ba96e25461648cd'},2010,Ford,Escape,c21799
1484,{'$oid': '5f96f2158ba96e25461648ce'},2009,Ford,Escape,c21103
1485,{'$oid': '5f96f2158ba96e25461648cf'},2008,Ford,Escape,c8196
1486,{'$oid': '5f96f2158ba96e25461648d0'},2007,Ford,Escape,c3731
1487,{'$oid': '5f96f2158ba96e25461648d1'},2006,Ford,Escape,c3732
1488,{'$oid': '5f96f2168ba96e25461648d2'},2005,Ford,Escape,c94
1489,{'$oid': '5f96f2168ba96e25461648d3'},2004,Ford,Escape,c109
1490,{'$oid': '5f96f2168ba96e25461648d4'},2003,Ford,Escape,c123
1491,{'$oid': '5f96f2168ba96e25461648d5'},2002,Ford,Escape,c140
1492,{'$oid': '5f96f2178ba96e25461648d6'},2001,Ford,Escape,c157
1493,{'$oid': '5f96f2178ba96e25461648d7'},2020,Ford,Escape Hybrid,c29252
1494,{'$oid': '5f96f2178ba96e25461648d8'},2012,Ford,Escape Hybrid,c22921
1495,{'$oid': '5f96f2188ba96e25461648d9'},2011,Ford,Escape Hybrid,c22344
1496,{'$oid': '5f96f2188ba96e25461648da'},2010,Ford,Escape Hybrid,c21800
1497,{'$oid': '5f96f2188ba96e25461648db'},2009,Ford,Escape Hybrid,c21104
1498,{'$oid': '5f96f2188ba96e25461648dc'},2008,Ford,Escape Hybrid,c8197
1499,{'$oid': '5f96f2198ba96e25461648dd'},2007,Ford,Escape Hybrid,c8265
1500,{'$oid': '5f96f2198ba96e25461648de'},2006,Ford,Escape Hybrid,c5470
1501,{'$oid': '5f96f2198ba96e25461648df'},2005,Ford,Escape Hybrid,c22892
1502,{'$oid': '5f96f2198ba96e25461648e0'},2020,Ford,Escape Hybrid Plug-in,c29528
1503,{'$oid': '5f96f21a8ba96e25461648e1'},2005,Ford,Excursion,c95
1504,{'$oid': '5f96f21a8ba96e25461648e2'},2004,Ford,Excursion,c110
1505,{'$oid': '5f96f21a8ba96e25461648e3'},2003,Ford,Excursion,c125
1506,{'$oid': '5f96f21a8ba96e25461648e4'},2002,Ford,Excursion,c142
1507,{'$oid': '5f96f21b8ba96e25461648e5'},2001,Ford,Excursion,c159
1508,{'$oid': '5f96f21b8ba96e25461648e6'},2000,Ford,Excursion,c175
1509,{'$oid': '5f96f21b8ba96e25461648e7'},2021,Ford,Expedition,c30991
1510,{'$oid': '5f96f21b8ba96e25461648e8'},2020,Ford,Expedition,c29639
1511,{'$oid': '5f96f21c8ba96e25461648e9'},2019,Ford,Expedition,c28500
1512,{'$oid': '5f96f21c8ba96e25461648ea'},2018,Ford,Expedition,c26647
1513,{'$oid': '5f96f21c8ba96e25461648eb'},2017,Ford,Expedition,c25890
1514,{'$oid': '5f96f21c8ba96e25461648ec'},2016,Ford,Expedition,c24834
1515,{'$oid': '5f96f21d8ba96e25461648ed'},2015,Ford,Expedition,c24449
1516,{'$oid': '5f96f21d8ba96e25461648ee'},2014,Ford,Expedition,c24123
1517,{'$oid': '5f96f21d8ba96e25461648ef'},2013,Ford,Expedition,c23571
1518,{'$oid': '5f96f21e8ba96e25461648f0'},2012,Ford,Expedition,c23114
1519,{'$oid': '5f96f21e8ba96e25461648f1'},2011,Ford,Expedition,c22350
1520,{'$oid': '5f96f21e8ba96e25461648f2'},2010,Ford,Expedition,c21782
1521,{'$oid': '5f96f21e8ba96e25461648f3'},2009,Ford,Expedition,c21261
1522,{'$oid': '5f96f21f8ba96e25461648f4'},2008,Ford,Expedition,c8346
1523,{'$oid': '5f96f21f8ba96e25461648f5'},2007,Ford,Expedition,c3738
1524,{'$oid': '5f96f21f8ba96e25461648f6'},2006,Ford,Expedition,c3737
1525,{'$oid': '5f96f21f8ba96e25461648f7'},2005,Ford,Expedition,c96
1526,{'$oid': '5f96f2208ba96e25461648f8'},2004,Ford,Expedition,c111
1527,{'$oid': '5f96f2208ba96e25461648f9'},2003,Ford,Expedition,c126
1528,{'$oid': '5f96f2208ba96e25461648fa'},2002,Ford,Expedition,c143
1529,{'$oid': '5f96f2208ba96e25461648fb'},2001,Ford,Expedition,c160
1530,{'$oid': '5f96f2218ba96e25461648fc'},2000,Ford,Expedition,c176
1531,{'$oid': '5f96f2218ba96e25461648fd'},2021,Ford,Explorer,c30630
1532,{'$oid': '5f96f2218ba96e25461648fe'},2020,Ford,Explorer,c28421
1533,{'$oid': '5f96f2218ba96e25461648ff'},2019,Ford,Explorer,c27945
1534,{'$oid': '5f96f2228ba96e2546164900'},2018,Ford,Explorer,c26679
1535,{'$oid': '5f96f2228ba96e2546164901'},2017,Ford,Explorer,c25810
1536,{'$oid': '5f96f2228ba96e2546164902'},2016,Ford,Explorer,c24768
1537,{'$oid': '5f96f2228ba96e2546164903'},2015,Ford,Explorer,c24408
1538,{'$oid': '5f96f2238ba96e2546164904'},2014,Ford,Explorer,c23972
1539,{'$oid': '5f96f2238ba96e2546164905'},2013,Ford,Explorer,c23261
1540,{'$oid': '5f96f2238ba96e2546164906'},2012,Ford,Explorer,c23044
1541,{'$oid': '5f96f2238ba96e2546164907'},2011,Ford,Explorer,c22399
1542,{'$oid': '5f96f2248ba96e2546164908'},2010,Ford,Explorer,c21801
1543,{'$oid': '5f96f2248ba96e2546164909'},2009,Ford,Explorer,c21296
1544,{'$oid': '5f96f2248ba96e254616490a'},2008,Ford,Explorer,c8345
1545,{'$oid': '5f96f2258ba96e254616490b'},2007,Ford,Explorer,c3734
1546,{'$oid': '5f96f2258ba96e254616490c'},2006,Ford,Explorer,c3733
1547,{'$oid': '5f96f2258ba96e254616490d'},2005,Ford,Explorer,c97
1548,{'$oid': '5f96f2258ba96e254616490e'},2004,Ford,Explorer,c112
1549,{'$oid': '5f96f2268ba96e254616490f'},2003,Ford,Explorer,c127
1550,{'$oid': '5f96f2268ba96e2546164910'},2002,Ford,Explorer,c144
1551,{'$oid': '5f96f2268ba96e2546164911'},2001,Ford,Explorer,c161
1552,{'$oid': '5f96f2268ba96e2546164912'},2000,Ford,Explorer,c177
1553,{'$oid': '5f96f2278ba96e2546164913'},2021,Ford,Explorer Hybrid,c30631
1554,{'$oid': '5f96f2278ba96e2546164914'},2020,Ford,Explorer Hybrid,c28422
1555,{'$oid': '5f96f2278ba96e2546164915'},2010,Ford,Explorer Sport Trac,c21802
1556,{'$oid': '5f96f2278ba96e2546164916'},2009,Ford,Explorer Sport Trac,c21297
1557,{'$oid': '5f96f2288ba96e2546164917'},2008,Ford,Explorer Sport Trac,c8344
1558,{'$oid': '5f96f2288ba96e2546164918'},2007,Ford,Explorer Sport Trac,c3735
1559,{'$oid': '5f96f2288ba96e2546164919'},2005,Ford,Explorer Sport Trac,c5474
1560,{'$oid': '5f96f2288ba96e254616491a'},2004,Ford,Explorer Sport Trac,c5477
1561,{'$oid': '5f96f2298ba96e254616491b'},2003,Ford,Explorer Sport Trac,c5483
1562,{'$oid': '5f96f2298ba96e254616491c'},2002,Ford,Explorer Sport Trac,c5488
1563,{'$oid': '5f96f2298ba96e254616491d'},2001,Ford,Explorer Sport Trac,c5492
1564,{'$oid': '5f96f2298ba96e254616491e'},2021,Ford,F-150,c30674
1565,{'$oid': '5f96f22a8ba96e254616491f'},2020,Ford,F-150,c29560
1566,{'$oid': '5f96f22a8ba96e2546164920'},2019,Ford,F-150,c28108
1567,{'$oid': '5f96f22a8ba96e2546164921'},2018,Ford,F-150,c26666
1568,{'$oid': '5f96f22a8ba96e2546164922'},2017,Ford,F-150,c25748
1569,{'$oid': '5f96f22b8ba96e2546164923'},2016,Ford,F-150,c24997
1570,{'$oid': '5f96f22b8ba96e2546164924'},2015,Ford,F-150,c24455
1571,{'$oid': '5f96f22b8ba96e2546164925'},2014,Ford,F-150,c24175
1572,{'$oid': '5f96f22c8ba96e2546164926'},2013,Ford,F-150,c23633
1573,{'$oid': '5f96f22c8ba96e2546164927'},2012,Ford,F-150,c23187
1574,{'$oid': '5f96f22c8ba96e2546164928'},2011,Ford,F-150,c22593
1575,{'$oid': '5f96f22c8ba96e2546164929'},2010,Ford,F-150,c21953
1576,{'$oid': '5f96f22d8ba96e254616492a'},2009,Ford,F-150,c21350
1577,{'$oid': '5f96f22d8ba96e254616492b'},2008,Ford,F-150,c10427
1578,{'$oid': '5f96f22d8ba96e254616492c'},2007,Ford,F-150,c3719
1579,{'$oid': '5f96f22d8ba96e254616492d'},2006,Ford,F-150,c3720
1580,{'$oid': '5f96f22e8ba96e254616492e'},2005,Ford,F-150,c5234
1581,{'$oid': '5f96f22e8ba96e254616492f'},2004,Ford,F-150,c5235
1582,{'$oid': '5f96f22e8ba96e2546164930'},2003,Ford,F-150,c5236
1583,{'$oid': '5f96f22e8ba96e2546164931'},2002,Ford,F-150,c5237
1584,{'$oid': '5f96f22f8ba96e2546164932'},2001,Ford,F-150,c5238
1585,{'$oid': '5f96f22f8ba96e2546164933'},2000,Ford,F-150,c5239
1586,{'$oid': '5f96f22f8ba96e2546164934'},2021,Ford,F-250 Super Duty,c30855
1587,{'$oid': '5f96f22f8ba96e2546164935'},2020,Ford,F-250 Super Duty,c29016
1588,{'$oid': '5f96f2308ba96e2546164936'},2019,Ford,F-250 Super Duty,c27590
1589,{'$oid': '5f96f2308ba96e2546164937'},2018,Ford,F-250 Super Duty,c26865
1590,{'$oid': '5f96f2308ba96e2546164938'},2017,Ford,F-250 Super Duty,c25775
1591,{'$oid': '5f96f2308ba96e2546164939'},2016,Ford,F-250 Super Duty,c24863
1592,{'$oid': '5f96f2318ba96e254616493a'},2015,Ford,F-250 Super Duty,c24333
1593,{'$oid': '5f96f2318ba96e254616493b'},2014,Ford,F-250 Super Duty,c24067
1594,{'$oid': '5f96f2318ba96e254616493c'},2013,Ford,F-250 Super Duty,c23827
1595,{'$oid': '5f96f2318ba96e254616493d'},2012,Ford,F-250 Super Duty,c23210
1596,{'$oid': '5f96f2328ba96e254616493e'},2011,Ford,F-250 Super Duty,c22389
1597,{'$oid': '5f96f2328ba96e254616493f'},2010,Ford,F-250 Super Duty,c22015
1598,{'$oid': '5f96f2328ba96e2546164940'},2009,Ford,F-250 Super Duty,c21373
1599,{'$oid': '5f96f2338ba96e2546164941'},2008,Ford,F-250 Super Duty,c8205
1600,{'$oid': '5f96f2338ba96e2546164942'},2007,Ford,F-250 Super Duty,c3722
1601,{'$oid': '5f96f2338ba96e2546164943'},2006,Ford,F-250 Super Duty,c3721
1602,{'$oid': '5f96f2338ba96e2546164944'},2005,Ford,F-250 Super Duty,c5475
1603,{'$oid': '5f96f2348ba96e2546164945'},2004,Ford,F-250 Super Duty,c5480
1604,{'$oid': '5f96f2348ba96e2546164946'},2003,Ford,F-250 Super Duty,c5485
1605,{'$oid': '5f96f2348ba96e2546164947'},2002,Ford,F-250 Super Duty,c5490
1606,{'$oid': '5f96f2348ba96e2546164948'},2001,Ford,F-250 Super Duty,c5494
1607,{'$oid': '5f96f2358ba96e2546164949'},2000,Ford,F-250 Super Duty,c5498
1608,{'$oid': '5f96f2358ba96e254616494a'},2021,Ford,F-350 Super Duty,c30856
1609,{'$oid': '5f96f2358ba96e254616494b'},2020,Ford,F-350 Super Duty,c29017
1610,{'$oid': '5f96f2358ba96e254616494c'},2019,Ford,F-350 Super Duty,c27591
1611,{'$oid': '5f96f2368ba96e254616494d'},2018,Ford,F-350 Super Duty,c26866
1612,{'$oid': '5f96f2368ba96e254616494e'},2017,Ford,F-350 Super Duty,c25776
1613,{'$oid': '5f96f2368ba96e254616494f'},2016,Ford,F-350 Super Duty,c24864
1614,{'$oid': '5f96f2368ba96e2546164950'},2015,Ford,F-350 Super Duty,c24334
1615,{'$oid': '5f96f2378ba96e2546164951'},2014,Ford,F-350 Super Duty,c24069
1616,{'$oid': '5f96f2378ba96e2546164952'},2013,Ford,F-350 Super Duty,c23826
1617,{'$oid': '5f96f2378ba96e2546164953'},2012,Ford,F-350 Super Duty,c23054
1618,{'$oid': '5f96f2378ba96e2546164954'},2011,Ford,F-350 Super Duty,c22390
1619,{'$oid': '5f96f2388ba96e2546164955'},2010,Ford,F-350 Super Duty,c22016
1620,{'$oid': '5f96f2388ba96e2546164956'},2009,Ford,F-350 Super Duty,c21374
1621,{'$oid': '5f96f2388ba96e2546164957'},2008,Ford,F-350 Super Duty,c8204
1622,{'$oid': '5f96f2398ba96e2546164958'},2007,Ford,F-350 Super Duty,c3723
1623,{'$oid': '5f96f2398ba96e2546164959'},2006,Ford,F-350 Super Duty,c3724
1624,{'$oid': '5f96f2398ba96e254616495a'},2005,Ford,F-350 Super Duty,c5476
1625,{'$oid': '5f96f2398ba96e254616495b'},2004,Ford,F-350 Super Duty,c5481
1626,{'$oid': '5f96f23a8ba96e254616495c'},2003,Ford,F-350 Super Duty,c5486
1627,{'$oid': '5f96f23a8ba96e254616495d'},2002,Ford,F-350 Super Duty,c5491
1628,{'$oid': '5f96f23a8ba96e254616495e'},2001,Ford,F-350 Super Duty,c5495
1629,{'$oid': '5f96f23a8ba96e254616495f'},2000,Ford,F-350 Super Duty,c5499
1630,{'$oid': '5f96f23b8ba96e2546164960'},2020,Ford,F-350 Super Duty Chassis,c30297
1631,{'$oid': '5f96f23b8ba96e2546164961'},2019,Ford,F-350 Super Duty Chassis,c30296
1632,{'$oid': '5f96f23b8ba96e2546164962'},2018,Ford,F-350 Super Duty Chassis,c30295
1633,{'$oid': '5f96f23b8ba96e2546164963'},2017,Ford,F-350 Super Duty Chassis,c30292
1634,{'$oid': '5f96f23c8ba96e2546164964'},2016,Ford,F-350 Super Duty Chassis,c30291
1635,{'$oid': '5f96f23c8ba96e2546164965'},2015,Ford,F-350 Super Duty Chassis,c30290
1636,{'$oid': '5f96f23c8ba96e2546164966'},2014,Ford,F-350 Super Duty Chassis,c30289
1637,{'$oid': '5f96f23c8ba96e2546164967'},2013,Ford,F-350 Super Duty Chassis,c30285
1638,{'$oid': '5f96f23d8ba96e2546164968'},2012,Ford,F-350 Super Duty Chassis,c30284
1639,{'$oid': '5f96f23d8ba96e2546164969'},2011,Ford,F-350 Super Duty Chassis,c30283
1640,{'$oid': '5f96f23d8ba96e254616496a'},2010,Ford,F-350 Super Duty Chassis,c30282
1641,{'$oid': '5f96f23d8ba96e254616496b'},2009,Ford,F-350 Super Duty Chassis,c30281
1642,{'$oid': '5f96f23e8ba96e254616496c'},2007,Ford,F-350 Super Duty Chassis,c30280
1643,{'$oid': '5f96f23e8ba96e254616496d'},2004,Ford,F-350 Super Duty Chassis,c30651
1644,{'$oid': '5f96f23e8ba96e254616496e'},2021,Ford,F-450 Super Duty,c30857
1645,{'$oid': '5f96f23e8ba96e254616496f'},2020,Ford,F-450 Super Duty,c29018
1646,{'$oid': '5f96f23f8ba96e2546164970'},2019,Ford,F-450 Super Duty,c27592
1647,{'$oid': '5f96f23f8ba96e2546164971'},2018,Ford,F-450 Super Duty,c26867
1648,{'$oid': '5f96f23f8ba96e2546164972'},2017,Ford,F-450 Super Duty,c25952
1649,{'$oid': '5f96f2408ba96e2546164973'},2016,Ford,F-450 Super Duty,c24857
1650,{'$oid': '5f96f2408ba96e2546164974'},2015,Ford,F-450 Super Duty,c24335
1651,{'$oid': '5f96f2408ba96e2546164975'},2014,Ford,F-450 Super Duty,c24070
1652,{'$oid': '5f96f2408ba96e2546164976'},2013,Ford,F-450 Super Duty,c23589
1653,{'$oid': '5f96f2418ba96e2546164977'},2012,Ford,F-450 Super Duty,c23055
1654,{'$oid': '5f96f2418ba96e2546164978'},2011,Ford,F-450 Super Duty,c22391
1655,{'$oid': '5f96f2418ba96e2546164979'},2010,Ford,F-450 Super Duty,c22010
1656,{'$oid': '5f96f2418ba96e254616497a'},2009,Ford,F-450 Super Duty,c21375
1657,{'$oid': '5f96f2428ba96e254616497b'},2008,Ford,F-450 Super Duty,c8203
1658,{'$oid': '5f96f2428ba96e254616497c'},2007,Ford,F-450 Super Duty,c25370
1659,{'$oid': '5f96f2428ba96e254616497d'},2006,Ford,F-450 Super Duty,c26049
1660,{'$oid': '5f96f2428ba96e254616497e'},2005,Ford,F-450 Super Duty,c25875
1661,{'$oid': '5f96f2438ba96e254616497f'},2004,Ford,F-450 Super Duty,c24867
1662,{'$oid': '5f96f2438ba96e2546164980'},2003,Ford,F-450 Super Duty,c25408
1663,{'$oid': '5f96f2438ba96e2546164981'},2002,Ford,F-450 Super Duty,c25371
1664,{'$oid': '5f96f2438ba96e2546164982'},2000,Ford,F-450 Super Duty,c25192
1665,{'$oid': '5f96f2448ba96e2546164983'},2020,Ford,F-450 Super Duty Chassis,c30507
1666,{'$oid': '5f96f2448ba96e2546164984'},2019,Ford,F-450 Super Duty Chassis,c30506
1667,{'$oid': '5f96f2448ba96e2546164985'},2016,Ford,F-450 Super Duty Chassis,c30802
1668,{'$oid': '5f96f2458ba96e2546164986'},2015,Ford,F-450 Super Duty Chassis,c30505
1669,{'$oid': '5f96f2458ba96e2546164987'},2013,Ford,F-450 Super Duty Chassis,c30587
1670,{'$oid': '5f96f2458ba96e2546164988'},2008,Ford,F-450 Super Duty Chassis,c30613
1671,{'$oid': '5f96f2458ba96e2546164989'},2014,Ford,F-550 Super Duty,c30053
1672,{'$oid': '5f96f2468ba96e254616498a'},2012,Ford,F-550 Super Duty,c30314
1673,{'$oid': '5f96f2468ba96e254616498b'},2011,Ford,F-550 Super Duty,c23932
1674,{'$oid': '5f96f2468ba96e254616498c'},2006,Ford,F-550 Super Duty,c25369
1675,{'$oid': '5f96f2468ba96e254616498d'},2000,Ford,F-550 Super Duty,c30945
1676,{'$oid': '5f96f2478ba96e254616498e'},2020,Ford,F-550 Super Duty Chassis,c30682
1677,{'$oid': '5f96f2478ba96e254616498f'},2019,Ford,F-550 Super Duty Chassis,c30652
1678,{'$oid': '5f96f2478ba96e2546164990'},2018,Ford,F-550 Super Duty Chassis,c30336
1679,{'$oid': '5f96f2478ba96e2546164991'},2017,Ford,F-550 Super Duty Chassis,c30335
1680,{'$oid': '5f96f2488ba96e2546164992'},2016,Ford,F-550 Super Duty Chassis,c30715
1681,{'$oid': '5f96f2488ba96e2546164993'},2015,Ford,F-550 Super Duty Chassis,c30041
1682,{'$oid': '5f96f2488ba96e2546164994'},2014,Ford,F-550 Super Duty Chassis,c30040
1683,{'$oid': '5f96f2488ba96e2546164995'},2013,Ford,F-550 Super Duty Chassis,c30039
1684,{'$oid': '5f96f2498ba96e2546164996'},2012,Ford,F-550 Super Duty Chassis,c30038
1685,{'$oid': '5f96f2498ba96e2546164997'},2009,Ford,F-550 Super Duty Chassis,c30409
1686,{'$oid': '5f96f2498ba96e2546164998'},2008,Ford,F-550 Super Duty Chassis,c30800
1687,{'$oid': '5f96f2498ba96e2546164999'},2007,Ford,F-550 Super Duty Chassis,c30037
1688,{'$oid': '5f96f24a8ba96e254616499a'},2005,Ford,F-550 Super Duty Chassis,c30340
1689,{'$oid': '5f96f24a8ba96e254616499b'},2003,Ford,F-550 Super Duty Chassis,c30036
1690,{'$oid': '5f96f24a8ba96e254616499c'},2002,Ford,F-550 Super Duty Chassis,c30947
1691,{'$oid': '5f96f24a8ba96e254616499d'},2001,Ford,F-550 Super Duty Chassis,c30794
1692,{'$oid': '5f96f24b8ba96e254616499e'},2000,Ford,F-550 Super Duty Chassis,c30946
1693,{'$oid': '5f96f24b8ba96e254616499f'},2019,Ford,Fiesta,c28349
1694,{'$oid': '5f96f24b8ba96e25461649a0'},2018,Ford,Fiesta,c27205
1695,{'$oid': '5f96f24b8ba96e25461649a1'},2017,Ford,Fiesta,c26302
1696,{'$oid': '5f96f24c8ba96e25461649a2'},2016,Ford,Fiesta,c24988
